Post Link,Title,DateTime,Reactions,Shares,Desc,Images,Links,Video,All Text,Visible Comments,PostID,Reactions URL
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1264765766887470&set=a.219065578124166.61339.100000621754133&type=3,"Winner #KalypoChallenge ","Friday, October 7, 2016 at 8:47pm",,,,https://scontent.xx.fbcdn.net/v/t1.0-9/14519771_1264765766887470_767672382891342427_n.jpg?oh=b4c4e057e2bdd49c914dfec507aa8f05&oe=58B165FA,,,PurpleGh DaTapemasterOctober 7 · Winner #KalypoChallenge  Drink it Like Nana.,2 Comments1364140 140LikeShow more reactionsCommentShare,1264765986887448,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1158079907584423&set=a.128396047219486.18737.100001472745005&type=3,I Support Made In Ghana Products and Kalypo is One. #KalypoChallenge,"Saturday, October 8, 2016 at 2:32pm",,,,https://fb-s-a-a.akamaihd.net/h-ak-xpa1/v/t1.0-0/p296x100/14581355_1158079907584423_4646524065886061080_n.jpg?oh=63ed00326a61ba668990d1cc0abce278&oe=58B5E43E&__gda__=1488067324_7b049cff1553f4dc846d0be5103ed068,,,Odeneho Addae Vincent PercyOctober 8 · Dwenase · I Support Made In Ghana Products and Kalypo is One. #KalypoChallenge,5 Comments442148 48LikeShow more reactionsCommentShare,1158079947584419,
https://www.facebook.com/fitzgerald.ofotsu/posts/629205040587166?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Adjoa Camboo of Philosophy department where you dey koraaaah?,"Saturday, October 8, 2016 at 7:00am",,,Ameyaw DebrahLike PageOctober 7 · 😭😭😭 it can pain oh #kalypochallenge,"https://fb-s-a-a.akamaihd.net/h-ak-xat1/v/t1.0-0/p480x480/14591774_10154674284593689_7061251655665653248_n.jpg?oh=68405fba691ca857666d8b6d9f33bc57&oe=58CB8F47&__gda__=1488185499_baaf384ec869557efe3019d335d65dd1

https://www.facebook.com/images/emoji.php/v6/f40/1/16/1f62d.png

https://www.facebook.com/images/emoji.php/v6/f40/1/16/1f62d.png

https://www.facebook.com/images/emoji.php/v6/f40/1/16/1f62d.png",,,Fitzgerald Ofotsu shared Ameyaw Debrah's photo.October 8 · Adjoa Camboo of Philosophy department where you dey koraaaah?Ameyaw DebrahLike PageOctober 7 · 😭😭😭 it can pain oh #kalypochallenge,3 Comments718 8LikeShow more reactionsCommentShare,629205040587166,
https://www.facebook.com/prismilla.nyarko2/posts/1287167901302195?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,"Kalypo fever, agye baabiaaa!!!!! #kalypoChallenge","Saturday, October 8, 2016 at 9:19am",,,Victor BrachieOctober 7 · Accra · Eish....Are you Nana Akufo-Addo's driver?,https://fb-s-c-a.akamaihd.net/h-ak-xpa1/v/t1.0-0/s526x395/14606381_1284875538224505_2062701501921665193_n.jpg?oh=43a45b7fe267ba5d363d56e12b80a2f1&oe=58BFD459&__gda__=1488220571_6ecbd30913a6ef8039fed3f6e6718442,,,"Priscylla Nana Gyamfi shared Victor Brachie's post.October 8 · Kalypo fever, agye baabiaaa!!!!! #kalypoChallengeVictor BrachieOctober 7 · Accra · Eish....Are you Nana Akufo-Addo's driver?",1 Comment241126 26LikeShow more reactionsCommentShare,1287167901302195,
https://www.facebook.com/TheHotspotGh/photos/a.757421111057501.1073741828.703784183087861/908413819291562/?type=3,ei Obama has joined oooo lolxxx @ghkwaku we had to steal this one  #kalypochallenge  #thehotspotghshowbiz #thehotspotghdotcom  #thehotspotgh,"Monday, October 10, 2016 at 6:23pm",,,,https://fb-s-a-a.akamaihd.net/h-ak-xtf1/v/t1.0-0/p480x480/14568109_908413819291562_6619798481744596038_n.jpg?oh=2c60db49f92a8181b8d54bf851181fa8&oe=58F91760&__gda__=1489686900_96fc48bfa7590344e9d4851a363418c1,,,Like PageThe HotspotOctober 10 · ei Obama has joined oooo lolxxx @ghkwaku we had to steal this one  #kalypochallenge  #thehotspotghshowbiz #thehotspotghdotcom  #thehotspotgh,1 Share22 2LikeShow more reactionsCommentShare,908413819291562,
https://www.facebook.com/PrettyEweLady/posts/1309784829055250?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,I'm done with y'all 😂😂😂😂😂😂😂,"Friday, October 7, 2016 at 11:56pm",,,Ameyaw DebrahLike PageOctober 7 · I was about to call it a wrap and then i saw this in my gallery 😄 #kalypochallenge,"https://fb-s-c-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s526x395/14517415_10154674088518689_5558100658868628018_n.jpg?oh=228e203e81f5c195d70ca3265a7d7271&oe=58BF02E2&__gda__=1489317001_c9e9ebc39be785b2fa4f10f3cf614169

https://www.facebook.com/images/emoji.php/v6/fd2/1/16/1f604.png",,,Marilynne Ephiyer Johnson shared Ameyaw Debrah's photo.October 7 · I'm done with y'all 😂😂😂😂😂😂😂Ameyaw DebrahLike PageOctober 7 · I was about to call it a wrap and then i saw this in my gallery 😄 #kalypochallenge,13215 15LikeShow more reactionsShare,1309784829055250,
https://www.facebook.com/GolanzoNews/posts/1094359800659329?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,So funny... This Man Batching With Kalypo Is All You Need As Motivation This Week,"Monday, October 10, 2016 at 12:25pm",,,Video: #KalypoChallenge Gets crazier as man bathes with Kalypo juice - Golanzo.com​It would seem the #KalypoChallenge is not slowing down anytime soon as more and more people join in with their creative and crazy ideas. The social media…golanzo.com,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDIKUv4qXSpGbkJ&w=470&h=246&url=http%3A%2F%2Fgolanzo.com%2Fwp-content%2Fuploads%2F2016%2F10%2F7374217401465_7707892553311.jpg&cfs=1&upscale=1&sx=0&sy=103&sw=640&sh=335&hash=AQCteQLZvc_bChEz,http://l.facebook.com/l.php?u=http%3A%2F%2Fgolanzo.com%2Fvideo-kalypochallenge-gets-crazier-as-man-bathes-with-kalypo-juice%2F%23.V_uIlTkX1EE.facebook&h=aAQFGDO_U&enc=AZOJOzg7TvJ3HQAM4yIYvWIFtV6_VGeVBVqH8XTIi3BmmfCUvTEB36AEVqWEQSPF123iSifB57UINmNt2PCy4_XoVUiP5Z3HAkk28KSXDwtYBVyZE9Kh1J45vLHBXFd5qs6a596qTJTTtfgVllhsNV5crhbNANjR8plNREQHTXSqxEFG78XoKm9Pg6rlHHxbbroSL1sYpOdaHr0KUMoEZ3yd&s=1,,Like PageGolanzo.com NewsOctober 10 · So funny... This Man Batching With Kalypo Is All You Need As Motivation This WeekVideo: #KalypoChallenge Gets crazier as man bathes with Kalypo juice - Golanzo.com​It would seem the #KalypoChallenge is not slowing down anytime soon as more and more people join in with their creative and crazy ideas. The social media…golanzo.com,LikeShow more reactionsCommentShare,1094359800659329,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=309888082722564&set=a.122338574810850.1073741826.100011041241519&type=3,And my mentor Freddie Blay sipps his kalypo for change.#KalypoChallenge.!!!!!!,"Friday, October 7, 2016 at 10:15am",,,,https://fb-s-a-a.akamaihd.net/h-ak-xft1/v/t1.0-0/p296x100/14572941_309888082722564_1354116388692820548_n.jpg?oh=04e34ce1e8e84c5d5b7b3a29a3d811cb&oe=58BB8D3A&__gda__=1492685074_13b2c6ba594e56f146ce10cdbd974023,,,Prince LivingOctober 7 · And my mentor Freddie Blay sipps his kalypo for change.#KalypoChallenge.!!!!!!,11 1LikeShow more reactionsCommentShare,309888112722561,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=193340597768114&set=a.192560211179486.1073741830.100012765246162&type=3,Herh ♤♤kalypo♤♤ hits international #KalypoChallenge,"Saturday, October 8, 2016 at 7:13am",,,,https://fb-s-d-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s526x395/14606412_193340597768114_4153754357864397544_n.jpg?oh=fcad2dae39961be97906ef2d69c224a8&oe=58C9F103&__gda__=1487973038_c1fa207c209713a0b360c404adc887b2,,,Braa Sarkcess with Hajia Yisha and 24 others.October 8 · Herh ♤♤kalypo♤♤ hits international #KalypoChallenge,1 Comment2 Shares62163 63LikeShow more reactionsCommentShare,193340631101444,
https://www.facebook.com/JoyNewsOnTV/photos/a.353133118091934.79807.349214905150422/1251485294923374/?type=3,"Every organisation has its code of conduct and rules and regulations that guides its management and staff. As we follow the trending story of the soldier who is currently being investigated for participating in the #kalypochallenge, today on Joy News Interactive, we're asking if you know the rules and regulations of the organisation you work for.","Thursday, October 13, 2016 at 9:08am",,,,https://fb-s-b-a.akamaihd.net/h-ak-xpt1/v/t1.0-0/p280x280/14729360_1251485294923374_467401119248088269_n.jpg?oh=b0dc3b3aa0159298e27dbcc93092e94f&oe=58B945DE&__gda__=1488606658_a2f47b0c72612be9efb5dcd9754c1103,,,"Like PageJoyNewsOctober 13 · Every organisation has its code of conduct and rules and regulations that guides its management and staff. As we follow the trending story of the soldier who is currently being investigated for participating in the #kalypochallenge, today on Joy News Interactive, we're asking if you know the rules and regulations of the organisation you work for. #JoyNewsInteractive",5 Comments9110 10LikeShow more reactionsCommentShare,1251485294923374,
https://www.facebook.com/jbuahin/posts/10154487207343400?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,And then there was a #Kalypo bow tie #KalypoChallenge #NanaB3ba,"Friday, October 7, 2016 at 2:32pm",,,+3Eugene Okona Frimpong added 7 new photos — at DieuRegne LLC.October 7 · Tema · --- K A L Y P P O --- We are the BEST in handmade BOWTIES in Africa.  #DieuRegneBowties# Contact us : +233 557 098 881,"https://fb-s-d-a.akamaihd.net/h-ak-xfp1/v/t1.0-0/p240x240/14632863_10207450245436642_2828014403048898598_n.jpg?oh=f3397e159c110615f4c51425ac02eb31&oe=58F64441&__gda__=1492559973_084dbc2a132bad0cb6510f8c37b71124

https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/p240x240/14485171_10207450248596721_59464951408199721_n.jpg?oh=b352fcf919b7b6cecea158e3b62501d9&oe=58FB6FFA&__gda__=1487923543_828f6cc392a66e44e8fae4693cfaf7f2

https://fb-s-d-a.akamaihd.net/h-ak-xft1/v/t1.0-0/p235x165/14632931_10207450249156735_7579274910747245572_n.jpg?oh=a8cfd1b23855f4a17396eefce11aa554&oe=58AE2A1D&__gda__=1488349827_723cea27ca70dbe3cc39ad58ca9f5a40

https://fb-s-c-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/p235x165/14517480_10207450249556745_7143271845120930719_n.jpg?oh=70a8521e14b081ee3f64b427fc4c0954&oe=58BCCA09&__gda__=1489178466_7dad93abe22564532ac31911cfc23087

https://fb-s-a-a.akamaihd.net/h-ak-xat1/v/t1.0-0/p235x165/14523037_10207450250156760_8532424716348816917_n.jpg?oh=4c14a38f5d8165d77c060fd8d8d7013d&oe=58F5D72E&__gda__=1488659954_2497ee7d666bed2d7554c92ea55faa61",,,Snr Jesse Buahin shared Eugene Okona Frimpong's post.October 7 · And then there was a #Kalypo bow tie #KalypoChallenge #NanaB3ba+3Eugene Okona Frimpong added 7 new photos — at DieuRegne LLC.October 7 · Tema · --- K A L Y P P O --- We are the BEST in handmade BOWTIES in Africa.  #DieuRegneBowties# Contact us : +233 557 098 881,5117 7LikeShow more reactionsCommentShare,10154487207343400,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=961441757312502&set=a.208986955891323.42599.100003400594260&type=3,I woke up 5:00 AM today all cuz of #Kalypo n its Logoligi Straw. ?? #IAM4CHANGE 🔜 #NANAMOVEMENT #KALYPOCHALLENGE,"Saturday, October 8, 2016 at 8:40am",,,,https://fb-s-d-a.akamaihd.net/h-ak-xpt1/v/t1.0-0/p296x100/14642209_961441757312502_3982741577343978280_n.jpg?oh=0f57540dcc9089d970df545d76d0426e&oe=58C8A3B0&__gda__=1489220012_c265277d3900a90729ca67a4a7d8e420,,,"Ike De Madridista at Adum, Kumasi.October 8 · Kumasi · I woke up 5:00 AM today all cuz of #Kalypo n its Logoligi Straw. ?? #IAM4CHANGE 🔜 #NANAMOVEMENT #KALYPOCHALLENGE",3 Comments49150 50LikeShow more reactionsShare,961441780645833,
https://www.facebook.com/Cutenesity/photos/a.541120309274397.1073741829.505512426168519/1117265868326502/?type=3,And the #kalypochallenge ends today!  repost via @instarepost20 from @beatrixfitmum Day 5!!!!! The Cutenesity Kalyppo Challenge comes to an end today 😌😌We decided to go for the Fruitimix and our beautiful Red 'Smarties ' bow.we just went with the flow😍😍😍 #kalyppoiscute #cutenesitygiveaway  we've really had fun with the challenge 😁😁😁#finaldayofthechallenge #instarepost20,"Wednesday, October 12, 2016 at 7:28pm",,,,https://fb-s-c-a.akamaihd.net/h-ak-xpa1/v/t1.0-0/p480x480/14720409_1117265868326502_2129312807277988003_n.jpg?oh=279e8d021977fcc99e9234a72269f0b0&oe=58CC747B&__gda__=1489036985_3f25199efc0ca2e6e345a17057c9b767,,,Like PageCutenesityOctober 12 · And the #kalypochallenge ends today!  repost via @instarepost20 from @beatrixfitmum Day 5!!!!! The Cutenesity Kalyppo Challenge comes to an end today 😌😌We decided to go for the Fruitimix and our beautiful Red 'Smarties ' bow.we just went with the flow😍😍😍 #kalyppoiscute #cutenesitygiveaway  we've really had fun with the challenge 😁😁😁#finaldayofthechallenge #instarepost20,LikeShow more reactionsCommentShare,1117265868326502,
https://www.facebook.com/michael.omonoasamoah.9/posts/538933986292160?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Hahaha diz guy is de winner #kalypochallenge,"Saturday, October 8, 2016 at 12:11pm",,,Halifax Osei Acheampong with Evans Asare and 2 others.October 8 · I do some,https://fb-s-a-a.akamaihd.net/h-ak-xfl1/v/t1.0-0/s480x480/14595676_10209428979614241_5331894527636641015_n.jpg?oh=2a68f61c02496366bdbd21dd1ad12983&oe=58C8F9B4&__gda__=1488662007_f9e3a6424427bea1529c3b915c4f70b5,,,Mickel Nana Asamoah shared Halifax Osei Acheampong's photo.October 8 · Hahaha diz guy is de winner #kalypochallengeHalifax Osei Acheampong with Evans Asare and 2 others.October 8 · I do some,1 Comment213 3LikeShow more reactionsShare,538933986292160,
https://www.facebook.com/nzemaboy.blogspot/photos/a.238448933009312.1073741827.236369176550621/614406688746866/?type=3,"1. Mahama and his wife started campaigning with chocolate, 2 week later the cocoa processing company shut down and sacked half of its workers.","Friday, October 7, 2016 at 10:51am",,,,https://scontent.xx.fbcdn.net/v/l/t1.0-9/14572440_614406688746866_9223229242041692581_n.jpg?oh=b0d587f8f8e195e96832daee5916471a&oe=58B230EB,,,"Like PageNzemaboy blogspotOctober 7 · 1. Mahama and his wife started campaigning with chocolate, 2 week later the cocoa processing company shut down and sacked half of its workers. 2. NANA ADDO took #KALYPPO k3k3 3 hours later it has become the hottest commodity on the market.  who do you think is the right man for Ghana....... WHATEVER NANA ADDO TOUCHES TURNS GOLD no propaganda will change that #KalypoChallenge",1 Share18220 20LikeShow more reactionsCommentShare,614406688746866,
https://www.facebook.com/fr.andorful/posts/345067492500450?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,I need a designer to put a label on the sea for me..... On my way to the beach with my straw.,"Saturday, October 8, 2016 at 11:22am",,,Ameyaw DebrahLike PageOctober 8 · It's game over #kalypochallenge,https://fb-s-d-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/p480x480/14600938_10154675877648689_1198130540446949302_n.jpg?oh=585b07207ef99e3248f9d77eb0dc2625&oe=58FCA559&__gda__=1488922930_644033f061970781e7b6df12f0e9b904,,,Msta Eff shared Ameyaw Debrah's photo.October 8 · I need a designer to put a label on the sea for me..... On my way to the beach with my straw.Ameyaw DebrahLike PageOctober 8 · It's game over #kalypochallenge,4 Comments29534 34LikeShow more reactionsShare,345067492500450,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1314137095294600&set=a.133573416684313.13396.100000949651540&type=3,I rest my case. Lol....Ghanaians paaa aa #kalypochallenge,"Sunday, October 9, 2016 at 3:16pm",,,,https://scontent.xx.fbcdn.net/v/t1.0-9/14572277_1314137095294600_3871800508767017910_n.jpg?oh=f4262b3dfd8af04f5fd243c3d6cec7b5&oe=58AE5545,,,Charles Conphy BentumOctober 9 · I rest my case. Lol....Ghanaians paaa aa #kalypochallenge,5 Comments3 Shares166123 23LikeShow more reactionsShare,1314137125294597,
https://www.facebook.com/els.chiksinn/posts/1149647815090561?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Retweeted The Yogurt 🍦 Family (@BraYogurt): So I won the #KalypoChallenge  Ajeii... LMAOOO I'm tired of y'all 😂😂😂😂😭😭😭⚡️⚡️⚡️⚡️🔥🔥🔥🔥  #NPPManifesto  Twitta University  lecturers.@TwittaUNi https://t.co/gL978IME6W See More,"Sunday, October 9, 2016 at 4:03pm",,,,,,,Efo Korku MensahOctober 9 · Twitter · Retweeted The Yogurt 🍦 Family (@BraYogurt): So I won the #KalypoChallenge  Ajeii... LMAOOO I'm tired of y'all 😂😂😂😂😭😭😭⚡️⚡️⚡️⚡️🔥🔥🔥🔥  #NPPManifesto  Twitta University  lecturers.@TwittaUNi https://t.co/gL978IME6W See More,77 7LikeShow more reactionsCommentShare,1149647815090561,
https://www.facebook.com/eliaufawaz/posts/1165212906878973?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,This guy won lah 😂😂😂😂😂 #RESPECT 🙌🙌🙌🙌🙌,"Saturday, October 8, 2016 at 10:44am",,,Ameyaw DebrahLike PageOctober 7 · Okay this guy deserves to be crowned the ultimate winner of #kalypochallenge 👏👏,"https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/p480x480/14479572_10154674101803689_8650111501166023924_n.jpg?oh=46e4034190327bf733bb4a53eca42a30&oe=58B7ECA3&__gda__=1487907016_2b15dd4320c74e940c1bd52d1d78fed7

https://www.facebook.com/images/emoji.php/v6/ffe/1/16/1f44f.png

https://www.facebook.com/images/emoji.php/v6/ffe/1/16/1f44f.png",,,Elyas Penxyl shared Ameyaw Debrah's photo.October 8 · This guy won lah 😂😂😂😂😂 #RESPECT 🙌🙌🙌🙌🙌Ameyaw DebrahLike PageOctober 7 · Okay this guy deserves to be crowned the ultimate winner of #kalypochallenge 👏👏,2 Comments172120 20LikeShow more reactionsCommentShare,1165212906878973,
https://www.facebook.com/tipsilive/posts/1143359715757973?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,What's going on with kalypo ?,"Saturday, October 8, 2016 at 8:09pm",,,#KalypoChallenge: Kalyppo responds to Nana Kalyppo crazeA picture of the NPP’s Presidential nominee sipping Kalyppo fruit juice which was meant to possibly mock Nana Akuffo Addo has interestingly started a social…pulse.com.gh|By Magdalene Teiko Larnyoh,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAedgnGReKxlr90&w=470&h=246&url=http%3A%2F%2Fstatic.pulse.com.gh%2Fimg%2Fincoming%2Fcrop5580408%2F896184725-chorizontal-w470-h246%2F2cc16393ec8cbc5ece3c02a1da1f0778-XL.jpg&cfs=1&upscale=1&hash=AQCt7yltFPs8IvX1,http://l.facebook.com/l.php?u=http%3A%2F%2Fpulse.com.gh%2Fnews%2Fkalypochallenge-kalyppo-responds-to-nana-kalyppo-craze-id5580414.html&h=fAQEnSbPM&enc=AZPbaX5wdoHVzW6g1L1JQZoJMbg3FfxpQrPgzHmZyCgZBMupQ9qCXQ0cEtZNzdOw4G3mhyAa_I74WyMIsocIBWTkx5CJJqcfR8LRCt_1y9tWlNSuTtcCnsodm8i5_Mnt9vreIGN1yNN1G60pLdLZiLBo78cUe_FbuViNLYBUaQpJjGWAVXrreZJ64Mn9GHZmKp7L53ZH4qSiA2hM3blRZjZz&s=1,,Tipsi LiveOctober 8 · What's going on with kalypo ?#KalypoChallenge: Kalyppo responds to Nana Kalyppo crazeA picture of the NPP’s Presidential nominee sipping Kalyppo fruit juice which was meant to possibly mock Nana Akuffo Addo has interestingly started a social…pulse.com.gh|By Magdalene Teiko Larnyoh,33 3LikeShow more reactionsShare,1143359715757973,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1426952917319109&set=a.109845352363212.18230.100000132444317&type=3,Oooohhh NO!!!!!!!😡😡😡😡😛😂😂😂,"Saturday, October 8, 2016 at 10:35am",,,,https://fb-s-a-a.akamaihd.net/h-ak-xtp1/v/t1.0-0/s526x395/14502700_1426952917319109_1299921700244825231_n.jpg?oh=2abb50686fc8775d5d4ab5489b561821&oe=58FCDEDF&__gda__=1492821245_5b3e429c09f6d98c6e4d2f4588a4397c,,,Griffin Nana Kwaku HansonOctober 8 · Oooohhh NO!!!!!!!😡😡😡😡😛😂😂😂 #kalypoChallenge aka Kalyfie,2 Shares2222 22LikeShow more reactionsCommentShare,1426952953985772,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=10153805978631360&set=a.183314256359.136150.614271359&type=3,"😂😂😂😂😂 I just found this pic, hilarious. People getting creative with  #kalyppo #kalypochallenge  Drink Kalypo for vitality! Mini poo nñ)) n3k33!","Friday, October 7, 2016 at 4:15pm",,,,https://scontent.xx.fbcdn.net/v/l/t1.0-0/s526x395/14522976_10153805978631360_2888328986613812423_n.jpg?oh=c1b73b62ba4b9956795fde8fe9111d0b&oe=58B944CB,,,"Barbara Ansah-AddoOctober 7 · 😂😂😂😂😂 I just found this pic, hilarious. People getting creative with  #kalyppo #kalypochallenge  Drink Kalypo for vitality! Mini poo nñ)) n3k33!",2 Comments11112 12LikeShow more reactionsShare,10153805978696360,
https://www.facebook.com/ruben.opokusarkodie/posts/10205877777818660?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,"I believe they know that their time is up. They are bewildered. ","Friday, October 7, 2016 at 10:41pm",,,,,,,Ruben Opoku-SarkodieOctober 7 · I believe they know that their time is up. They are bewildered.  #kalypochallenge  #changeiscoming,4 Comments55 5LikeShow more reactionsCommentShare,10205877777818660,
https://www.facebook.com/fawziya.l.adams/posts/1200055196732310?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Kalypo madness,"Friday, October 7, 2016 at 3:07pm",,,Charles Nii Teiko Tagoe with Afia Sarfowaa and 13 others.October 7 · I'm nominating him as the winner of the #KalypoChallenge .. What do you think ?,https://fb-s-b-a.akamaihd.net/h-ak-xap1/v/t1.0-0/p296x100/14581300_877931389005113_3030924683755971003_n.jpg?oh=f7cafee6c5c09fbd33bdaacdb17ef2ea&oe=58C8D1D7&__gda__=1487854003_745480dc006541a7b85b55f9c7736c0f,,,Fawziya LovesIslam Adams shared Charles Nii Teiko Tagoe's post.October 7 · Kalypo madnessCharles Nii Teiko Tagoe with Afia Sarfowaa and 13 others.October 7 · I'm nominating him as the winner of the #KalypoChallenge .. What do you think ?,11 1LikeShow more reactionsCommentShare,1200055196732310,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=1297197100325173&set=a.143746599003568.25769.100001046862163&type=3,"Haiti is going through massive disaster but da world seems not to care.....instead of raising da haiti flag as a sign of solidarity,  u r in Ghana doing ##KALYPOCHALLENGE##.......NKWASIASEM KWA... Pray4HAITI","Saturday, October 8, 2016 at 8:07pm",,,,https://scontent.xx.fbcdn.net/v/t1.0-9/14572154_1297197100325173_7676848847347567785_n.jpg?oh=07546274fcd0d1f1764428d1aa441893&oe=58C10EBB,,,"MdkNana Kofi Kingsley Darlington with Ohenemaa Rubby and 4 others.October 8 · Haiti is going through massive disaster but da world seems not to care.....instead of raising da haiti flag as a sign of solidarity,  u r in Ghana doing ##KALYPOCHALLENGE##.......NKWASIASEM KWA... Pray4HAITI",3 Comments1313 13LikeShow more reactionsCommentShare,1297199173658299,
https://www.facebook.com/nathaniel.patterson3/posts/1112341625480039?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,I wish every food at all can be blended so you can drink like #kalypo instead of chewing .. tired of chewing food ahh 😒😒😠😠 #KalypoChallenge,"Friday, October 7, 2016 at 9:47pm",,,,,,,Nii Sowah RustyOctober 7 · Twitter · I wish every food at all can be blended so you can drink like #kalypo instead of chewing .. tired of chewing food ahh 😒😒😠😠 #KalypoChallenge,14115 15LikeShow more reactionsCommentShare,1112341625480039,
https://www.facebook.com/chiefmykheals.ogwefione/posts/10211324968868394?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Nigerians are jealous   now they want Nigerian #Kalyppo vrs Ghana #Kalyppo #KalypoChallenge,"Saturday, October 8, 2016 at 10:05pm",,,,,,,Michael Kweku NutakorOctober 8 · Accra · Nigerians are jealous   now they want Nigerian #Kalyppo vrs Ghana #Kalyppo #KalypoChallenge Watch out for a #Kalyppo Sermon in church tomorrow. Must definitely feature...,2 Comments167124 24LikeShow more reactionsShare,10211324968868394,
https://www.facebook.comhttps://www.facebook.com/photo.php?fbid=10154071462037857&set=a.471423032856.247718.541172856&type=3,"I must honestly confess that in my almost 30years on earth, so far I have never seen a guy ,  and wait I haven't been everywhere or seen everyone's feet yet, this has nothing to do with color. Maybe I missed cause I focus so much on people's teeth ..you are not just a great Graphic designer but Perk Pomeyie your feet fine too much, too clean...which street in Gh do you stroll around😂😂😂😂 on? no Photoshop  very good for shoe  shoot or shows you should sign up as a footwear model.......if all women feet were like this I am sure our boyfriends will lick them everyday...👀👀👀👀???? this is not a #kalypochallenge ,this is creamy! ","Thursday, October 6, 2016 at 4:05pm",,,,https://fb-s-d-a.akamaihd.net/h-ak-xfp1/v/t1.0-0/p480x480/14611035_10154071462037857_8149198908017726373_n.jpg?oh=b2e7e2304f4fa00d176f25f12c14c8e0&oe=58CA9EAF&__gda__=1489017739_c7c9035019e24bfd59b9250d1aeb42c1,,,"Adu AmaniOctober 6 · I must honestly confess that in my almost 30years on earth, so far I have never seen a guy ,  and wait I haven't been everywhere or seen everyone's feet yet, this has nothing to do with color. Maybe I missed cause I focus so much on people's teeth ..you are not just a great Graphic designer but Perk Pomeyie your feet fine too much, too clean...which street in Gh do you stroll around😂😂😂😂 on? no Photoshop  very good for shoe  shoot or shows you should sign up as a footwear model.......if all women feet were like this I am sure our boyfriends will lick them everyday...👀👀👀👀???? this is not a #kalypochallenge ,this is creamy!  Where are my boyfriends getting married this month? Are we not attending the outdooring or not just lovers of white?",7 Comments3 Shares676276 76LikeShow more reactionsCommentShare,10154071462097857,
https://www.facebook.com/delali/posts/10154011344763106?match=I2thbHlwb2NoYWxsZW5nZSxrYWx5cG9jaGFsbGVuZ2U%3D,Someone bathed with Kalyppo Juice. I thought I had seen it all. #KalypoChallenge,"Sunday, October 9, 2016 at 7:21pm",,,,,,,Delali Godwin AdadzieOctober 9 · Someone bathed with Kalyppo Juice. I thought I had seen it all. #KalypoChallenge,819 9LikeShow more reactionsShare,10154011344763106,
https://www.facebook.com/mr.olayemi/posts/1259899410749247?match=I2thbHlwb2NoYWxsZW5nZQ%3D%3D,You can't start a joke in Ghana  You will regret it.  Ghanaians joke a lot #kalypoChallenge,"Saturday, October 8, 2016 at 2:14pm",,,,,,,Tall IvanOctober 8 · You can't start a joke in Ghana  You will regret it.  Ghanaians joke a lot #kalypoChallenge,9211 11LikeShow more reactionsCommentShare,1259899410749247,
