Title,DateTime,Post Number,
#kalypochallenge people dey town,10/8/16 8:15 AM,1055,
........ and Ameyaw Debrah shared my pic.,10/8/16 8:26 AM,165,
Fred Osei. James Mawuli Gawu. Jones Gyedu. That's all. On point. Brilliant piece,10/8/16 8:28 AM,455,
100% Agree 👍🏿🙌🏿🙌🏿,10/8/16 8:29 AM,619,
Eiii this guy do all,10/8/16 8:30 AM,493,
To asokore JM,10/8/16 8:34 AM,639,
"Khebab sellers association of Ghana .....Pigfarm chapter  Letter to Nana Addo Dear sir, we are aware of what u did for Kalyppo, We are also aware of the plans u have for Ghana ....please Nana .....even if u don't like meat or khebab......just take a pic of the stick k3k3..... The khebab stick k3k3 ...that's all Thanks.  signed...kebab secretary..Inusah Fuseini. 😃😃😃😃😂😂😂😂😂😂... #KalypoChallenge See More",10/8/16 8:38 AM,453,
I woke up 5:00 AM today all cuz of #Kalypo n its Logoligi Straw. ?? #IAM4CHANGE 🔜 #NANAMOVEMENT #KALYPOCHALLENGE,10/8/16 8:40 AM,267,
Hahaha.......everything Ghanaians will play with.......hmmmmmm,10/8/16 8:48 AM,1027,
"As we continue with this #KalypoChallenge How thoughtful and lovely will it be for you, yes You reading this post to make it to the Accra Psychiatric Hospital on Wednesday, 12th October, 2016 for our Open Day with a box or two (2) of #Kalypo for a brother, sister, mother, father, friend who is on admission to also partake in the fun. I promise to give you a guided tour of the facility. Simply being there will mean a lot.  Let's make it a date then. See you there. #KalypoChall...enge #MentalHealthAwarenessWeek #ItsTimeToTalk #LetsStopStigmaAndDiscrimination #SaveAccraPsychiatricHospital #NoHealthWithoutMentalHealth See More",10/8/16 8:55 AM,240,
its real,10/8/16 8:58 AM,593,
.......Please take a little time to read this! ,10/8/16 9:00 AM,617,
But this #KalypoChallenge dey go on..u figa u dey support Nana..Kallypo dey mke monies. Asure say Rush go go see Mahama.,10/8/16 9:01 AM,133,
The winner of the kalypo challenge is here let's congratulate him.,10/8/16 9:04 AM,1004,
#KalypoChallenge,10/8/16 9:06 AM,862,
Lol..... U better give up,10/8/16 9:09 AM,500,
They will not be left out of the #Kalypo challenge!,10/8/16 9:13 AM,530,
Okay this guy deserves to be crowned the ultimate winner of #kalypochallenge 👏👏,10/8/16 9:16 AM,112,
Fatality....#kalypochallenge,10/8/16 9:16 AM,419,
"Kalypo fever, agye baabiaaa!!!!! #kalypoChallenge",10/8/16 9:19 AM,259,
u do all...i laugh enter,10/8/16 9:23 AM,744,
Sharing is blessing..the #kalypochallenge..,10/8/16 9:25 AM,218,
Retweeted PHILIP SWANZY DOE (@DOESWANZY):,10/8/16 9:25 AM,304,
"Retweeted PHILIP SWANZY DOE (@DOESWANZY): Thanks to interventions by President Mahama, industries like #KalypoChallenge are thriving #JMToaso  # @greenbook_ghana ... @joyce_bawah https://t.co/msDsrMuHul See More",10/8/16 9:25 AM,307,
"Ebenezer Adade summarises it all RE - Kalypo Challenge, People should give us a break.  The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP. ...Continue Reading",10/8/16 9:30 AM,616,
i give up... @ just seeing nana akomea,10/8/16 9:39 AM,353,
"No way,, this be the dopest",10/8/16 9:46 AM,100,
Comment with your favorite #KalypoChallenge pic... LOL,10/8/16 9:54 AM,685,
Her name is Nana Akosua Achiaa Acheampong She is from #Ghana She loves #Madeinghana... She has accepted the #kalypochallenge  She is warming up for the #Manifestolaunch She is for #change See More,10/8/16 9:58 AM,208,
#kalypochallenge. #iam4change,10/8/16 9:59 AM,901,
This one got my attention.,10/8/16 10:11 AM,344,
Retweeted 🖖🏾 (@LobSVNG):,10/8/16 10:16 AM,1029,
Retweeted KHQWESY (@ayam_kwesi):,10/8/16 10:16 AM,1050,
Retweeted Hondred Percent (@hondredpercent):,10/8/16 10:17 AM,880,
Retweeted FLORENT JAY-B (@FlorentJAYB):,10/8/16 10:17 AM,888,
It's game over #kalypochallenge,10/8/16 10:18 AM,4,
Retweeted Jemila Abdulai (@jabdulai):,10/8/16 10:18 AM,463,
Retweeted braperucci.com (@Bra_Perucci):,10/8/16 10:18 AM,650,
Aswear today be today.... Kalypo on fleek... 😂... Ghanaians wont kill me...,10/8/16 10:18 AM,667,
Retweeted Ameyaw Debrah (@ameyaw112):,10/8/16 10:22 AM,850,
Retweeted Ameyaw Debrah (@ameyaw112):,10/8/16 10:24 AM,899,
Retweeted J_Aguilera (@Jerci_Tarr):,10/8/16 10:25 AM,590,
Retweeted KalyPo Ambassador 😉 (@chronicleshock1):,10/8/16 10:25 AM,876,
Retweeted Ameyaw Debrah (@ameyaw112):,10/8/16 10:27 AM,838,
@ameyaw112 It's game over #kalypochallenge https://t.co/BHQnW1hVwr,10/8/16 10:29 AM,294,
"From 7000 likes for 20,000 likes in just one week. The Marketers are working. I love Online Marketing. ‪#‎kalypochallenge‬",10/8/16 10:32 AM,142,
Ok.  This guy needs to crowned over all champion of the #kalyppochallenge,10/8/16 10:32 AM,495,
Oooohhh NO!!!!!!!😡😡😡😡😛😂😂😂,10/8/16 10:35 AM,276,
It's truly game over😂😂😂,10/8/16 10:37 AM,842,
This guy won lah 😂😂😂😂😂 #RESPECT 🙌🙌🙌🙌🙌,10/8/16 10:44 AM,274,
It's game over I believe #kalypochallenge,10/8/16 10:45 AM,249,
Apt and exactly our point of view,10/8/16 10:47 AM,1043,
"Seriously this #kalypochallenge is becoming something else, if only Nana Knows how Ghanaians will handle this loool, #weekend photo.",10/8/16 10:49 AM,84,
"Ebenezer Adade summarises it all RE - Kalypo Challenge, People should give us a break.  The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP. ...Continue Reading",10/8/16 10:52 AM,581,
Eeiii Gh paaa #kalypochallenge,10/8/16 10:52 AM,906,
"Folks, things are getting out of hand oo.",10/8/16 10:55 AM,979,
Is game over...  #Bula  #manhole #kalypochallenge,10/8/16 10:59 AM,623,
Oh no! My Facebook and instagram inbox/dm is full of #kalypochallenge photos. I beg guys i give up. No more,10/8/16 11:01 AM,28,
Oh no! My Facebook and instagram inbox/dm is full of #kalypochallenge photos. I beg guys i give up. No more,10/8/16 11:01 AM,132,
Oh no! My Facebook and instagram inbox/dm is full of #kalypochallenge photos. I beg guys i give up. No more,10/8/16 11:01 AM,1083,
#childrenforchange #kalypochallenge,10/8/16 11:14 AM,857,
Any challenger,10/8/16 11:16 AM,914,
This Dude is Amazing... it's Game Over #kalypochallenge,10/8/16 11:18 AM,729,
I need a designer to put a label on the sea for me..... On my way to the beach with my straw.,10/8/16 11:22 AM,271,
Overall best...#kalypochallenge... Samuel Bryan Buabeng Caleb Nii Boye Eugene Nyavor. Ma guy u do all...😃😃😃😃,10/8/16 11:24 AM,337,
#kalypochallengeongoing,10/8/16 11:24 AM,587,
This kalyppo thing turn world cup oo.. Eii asem paa nie,10/8/16 11:39 AM,703,
Who I am not to join the kalypo challenge,10/8/16 11:41 AM,504,
"#Kalypochallenge  A sip will make u reason well, try it it works like magic",10/8/16 11:43 AM,29,
Why ooh why,10/8/16 11:43 AM,385,
"#Kalypochallenge  A sip will make u reason well, try it it works like magic",10/8/16 11:43 AM,1064,
"A prank with a three -sixty (360) intention to mock Nana Addo has metamorphose unto becoming the most creative campaign tool ever used in any elections in Ghana arguably over  the last 6 decades.  As writer and pro NDC  commentator Zuu Bukali Sadiq Tia II aptly observed after the trailblazing of the KalypoChallenge whitewash social media a day after the launch of the challenge.    ""I think this is one of the best political creativity of this season! It neutralized the effort ...to concentrate on non-issues to an effort that may win the party some love - at least from Kalyppo sellers and maybe the producers who are benefitting from the frenzy"" Any evil intent against Nana Addo ( the man who towers all Presidential candidates in this election )  will not work today or ever. The man  who's best fit to oversee the journey of this country going into the next phase of our national life starting with the roaring cry for change on Dec. 7th.   #ChangeIsComing #SakiaNazua #AriseForChange See More",10/8/16 11:44 AM,647,
The winner of the #kalypochallenge,10/8/16 11:47 AM,625,
Okay so i decided to sip mine today. #kalypochallenge. #Nanab3ba. #amforchange... Na anka 3bey3den na ay3 wo ya..😂😂😂😉😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂....lol,10/8/16 11:52 AM,42,
##Kalypo challenge !!!!,10/8/16 11:52 AM,988,
Okay so i decided to sip mine today. #kalypochallenge. #Nanab3ba. #amforchange... Na anka 3bey3den na ay3 wo ya..😂😂😂😉😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂....lol,10/8/16 11:52 AM,1075,
It's game over #kalypochallenge,10/8/16 12:05 PM,164,
Dis guy😡😡😂😂😂😂,10/8/16 12:09 PM,565,
Hahaha diz guy is de winner #kalypochallenge,10/8/16 12:11 PM,269,
Check this out Special kalyfie The kalypolisation and it's dominance,10/8/16 12:13 PM,30,
Check this out Special kalyfie The kalypolisation and it's dominance,10/8/16 12:13 PM,1086,
The best kalypo challenge,10/8/16 12:19 PM,945,
Kalypo challenge accepted........ Lol #Victory #NoShaking #NoWhisky #NoAcohol #NoFlask,10/8/16 12:24 PM,541,
He has said it all. End of discussion.,10/8/16 12:26 PM,643,
"Ebenezer Adade summarises it all RE - Kalypo Challenge, People should give us a break.  The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP. ...Continue Reading",10/8/16 12:26 PM,674,
#kalypochallenge.#nanab3ba#charles#hbd,10/8/16 12:27 PM,867,
Celebrity brand endorsement is a way to promote made in Ghana products.#kalypochallenge,10/8/16 12:28 PM,52,
😂😂😂😂😂😂😂😂😂 @JuNior,10/8/16 12:40 PM,375,
#indeed I give up... ,10/8/16 12:45 PM,41,
Kalypo challenge 😁😁😁😁😁😁😁😁😁,10/8/16 12:46 PM,976,
#Kalypochallenge well taken....bring it on.. WE ARE FOR CHANGE,10/8/16 12:56 PM,125,
This is serious than i thaught Mrs. Akuffo Addo just joined the #KalypoChallenge.,10/8/16 1:14 PM,136,
We play too much!,10/8/16 1:16 PM,613,
Has won the kalypo challenge,10/8/16 1:17 PM,491,
Jahg Masef Small for your reading lenses. It's a very good read.,10/8/16 1:17 PM,734,
Kalypo...logoligi straw....happy weekend ....#kalypochallenge#,10/8/16 1:20 PM,292,
Okay. I finally got the hardcopy of Dan Brown's Inferno after months of searching and the only place I got it from is Ehanom Books. If you want any book ask Fiifi Abaidoo at Ehanom Books. It's a hot afternoon so I just grabbed a box of #Kalypo to fuel the brain for a smooth ride through these pages.  #kalyporeading ... #kalypochallenge #reading #apolitical See More,10/8/16 1:25 PM,384,
Now the thing turn serious oo 😃😃😃😃😃😃😃😃#Kalfie #Kalypochallenge,10/8/16 1:31 PM,669,
Hahahahaaaa Kalypo all the way..... #KalypoChallenge #ScannerGhIsEverywhere. .... Just Finished drinking some,10/8/16 1:46 PM,174,
Ebenezer Adade reflects exactly my viewpoint.   He writes: ***...Continue Reading,10/8/16 1:57 PM,879,
Kalypo challenge! I'm in,10/8/16 1:58 PM,538,
Kalypo challenge no Am for a betta change #Nanab3ba,10/8/16 1:58 PM,959,
#kalypochallenge#,10/8/16 2:01 PM,700,
#KalypoChallenge -  Kalyppo responds to 'Nana Kalyppo craze',10/8/16 2:06 PM,1034,
#kalypoChallenge Accepted Am Kwame Agyei and #IAmForNana  I believe in made in Ghana products. #ChangeNow  #AriseForChange ... #StillNanaB3ba  #ChangeOver See More,10/8/16 2:10 PM,144,
#sipitlikenana #kalypochallenge #promotemadeinghana,10/8/16 2:10 PM,752,
You can't start a joke in Ghana  You will regret it.  Ghanaians joke a lot #kalypoChallenge,10/8/16 2:14 PM,285,
Kalypo challenge,10/8/16 2:16 PM,517,
She's taken on kalypo challenge,10/8/16 2:17 PM,783,
Retweeted ama (@charitieadoye):,10/8/16 2:21 PM,436,
He also took up the Kalypo challenge,10/8/16 2:22 PM,942,
#Kalypochallenge,10/8/16 2:26 PM,454,
The kalypo challenge is on...even in a car #Oyo,10/8/16 2:26 PM,958,
I Support Made In Ghana Products and Kalypo is One. #KalypoChallenge,10/8/16 2:32 PM,257,
"√ Like Seriously....Like thaw!  √ I've Got My Swag On √ Tweaaaaaa √ Boyz Abr3 √ Girlz Kasa... √ Drop That Yam √ Kwakwakwa √ 3no, 3no na mentiase3 no. I can't so think far,  I can't think madness And now guess the latest! √ Kalyppo #KalypoChallenge Anymore you can remind me of? What an interesting country to live in. I love Ghana. We have a way of creating humour and fun over our numerous depressing problems so that we could laugh over them to ease our tress. I think this is one of the things that keep us going in spite of all the disheartening and depressing problems facing us.  I can't think farer than this. #lLoveGhana See More",10/8/16 2:32 PM,401,
The fever is on....#kalypochallenge....Kobby Ebo Odoom...Kwame Gonzales,10/8/16 2:36 PM,366,
They will surely fail in their evil intent and propaganda.  Kay pop,10/8/16 2:51 PM,205,
Agyens3m...:-D,10/8/16 3:05 PM,920,
Kalypo comes in all sizes.  Grab yours now!,10/8/16 3:09 PM,1044,
I present the second runner-up of the kalypo challenge...,10/8/16 3:16 PM,560,
hehehehe.... guess why am happy? am seeing change coming... #kalypochallenge #nanab3ba,10/8/16 3:17 PM,361,
I have also accepted the kalypo challenge,10/8/16 3:26 PM,520,
Eeii so all these people with dis kalypo challenge  U sure u all going to vote for Nana de3 Nka asem pa,10/8/16 3:28 PM,841,
"Ebenezer Adade summarises it all RE - Kalypo Challenge, People should give us a break.  The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP. ...Continue Reading",10/8/16 3:29 PM,677,
Eeii  Halifax Osei Acheampong you dey trend with this kalypo challenge oo... E be like ur own dey no.  1. Game over!,10/8/16 3:41 PM,772,
"herh, people dey ruff!!! #kalyfie #kalyppo #thewindofchange... #changeiscoming #changeisimminent See More",10/8/16 3:42 PM,414,
ooo nonono lmfao why people fool so. hrrr loool,10/8/16 3:52 PM,1038,
The kalypo challenge is on#changeiscoming#amfornana#irepchange,10/8/16 4:18 PM,488,
We won the Kalypo challenge. The Airwave is now clear. #Chr33333d333r,10/8/16 4:18 PM,1001,
Kalypo Challenge.,10/8/16 4:20 PM,929,
"Ebenezer Adade summarises it all RE - Kalypo Challenge, People should give us a break. The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP. A picture of their flagbearer, Nana Akufo Addo, drinking or sipping the fruit juice in his car after a campaign tour in far back 2012 was posted by his opponents in an attempt to mock him. Unfortun...Continue Reading",10/8/16 4:33 PM,410,
Kalypo challenge,10/8/16 4:36 PM,480,
One word for dis  guy. Crazy..... #kalypochallenge#changeiscoming,10/8/16 4:41 PM,251,
Want to join the #kalypochallenge on to find #Tango but how I go do am,10/8/16 4:47 PM,157,
"Ebenezer Adade summarises it all RE - Kalypo Challenge, People should give us a break. The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP....Continue Reading",10/8/16 4:56 PM,618,
#Enjoy the kalypo challenge #,10/8/16 5:02 PM,927,
...some of y'all be wasting your life savings on this #kalypochallenge...  Effah please advise them for me...  !!!!!,10/8/16 5:06 PM,327,
Retweeted Rabbi. (@Obiba_):,10/8/16 5:11 PM,383,
Kalypo on my mind! I've really got the urge to do this! Dropping mine soon. #KalypoChallenge,10/8/16 5:19 PM,193,
#NaNaB3ba.....sipping fr change...#kalypochallenge.....#riSingammOnia,10/8/16 5:26 PM,356,
Ghanaians play too much,10/8/16 5:34 PM,575,
The wedding ceremony didn't end without adding up the Kalypo challenge,10/8/16 5:35 PM,943,
#Kalypochallenge,10/8/16 5:45 PM,883,
Kalycraze Herh,10/8/16 5:46 PM,824,
The winner of the kalypo challenge,10/8/16 5:50 PM,780,
This is what Bla Nazir has to say about the kalypo challenge.,10/8/16 5:55 PM,546,
Lol #kalypo is now 12ghc @ #DC #kalypochallenge,10/8/16 6:06 PM,433,
So far this man is the winner for the  challenge. Any challenger?? #kalypo challenge,10/8/16 6:09 PM,812,
OMG,10/8/16 6:17 PM,592,
#kalypochallenge,10/8/16 6:18 PM,869,
CHANGE,10/8/16 6:19 PM,471,
OMG,10/8/16 6:21 PM,922,
Nana b3ba.,10/8/16 6:24 PM,733,
OPANA IS COMING.,10/8/16 6:29 PM,459,
BEST KALYPO CHALLENGE BRING IT ON,10/8/16 6:34 PM,819,
"Lol #kalypochallenge For a long time,i tasted kalypo today..",10/8/16 6:41 PM,33,
"Lol #kalypochallenge For a long time,i tasted kalypo today..",10/8/16 6:41 PM,1078,
Who WINS?  KALYPO CHALLENGE,10/8/16 6:44 PM,803,
Retweeted peter fyent (@peterfyent):,10/8/16 6:47 PM,371,
Retweeted Alhassan Ahmed (@rahmed2013):,10/8/16 6:48 PM,589,
"Big MAma ante bee 4 change ,,,,, kalypo challenge is still on,,",10/8/16 6:53 PM,962,
lolz!!,10/8/16 6:58 PM,585,
Please The President Wants To Join The Kalypo Challenge But Can't Get Some Around The Flagstaff House!! Can anyone buy him one????,10/8/16 6:58 PM,811,
"And now ladies and Gentlemen,we resent to you the winner of our #KalypoChallenge",10/8/16 6:59 PM,27,
"And now ladies and Gentlemen,we resent to you the winner of our #KalypoChallenge",10/8/16 6:59 PM,1061,
The best soo far' #kalypochallenge,10/8/16 7:09 PM,85,
2nd runner up Kalypo challenge,10/8/16 7:09 PM,990,
"*RE - Kalypo Challenge, People should give us a break* The last 4 days has seen social media, especially Facebook inundated with selfies of people drinking the fruit juice called Kalypo. These people are mainly supporters of the opposition party NPP.  A picture of their flagbearer, Nana Akufo Addo, drinking or sipping the fruit juice in his car after a campaign tour in far back 2012 was posted by his opponents in an attempt to mock him. Unfortunately for his detractors, the p...Continue Reading",10/8/16 7:13 PM,913,
Kalypo challenge.....,10/8/16 7:19 PM,971,
"Ohhh, this will end the kalypo challenge. This one just made my night. He won❤❤❤❤",10/8/16 7:20 PM,496,
Eeeeii Ghanafo)....hmmmmm ay3 ka... #kalypoChallenge,10/8/16 7:26 PM,300,
#Amforchange. Nana b3 ba. #Kalypochallenge,10/8/16 7:26 PM,1017,
Da kalypo  challenge dan with mine.Let da Npp fraternity  arise 4 change,10/8/16 7:32 PM,785,
#kalypochallenge #changeiscoming,10/8/16 7:32 PM,866,
Eiiii ....  Nana Afriyie  Come remove your blessing One district one factory  Nana Addo is a blessing,10/8/16 7:34 PM,840,
She has won the challenge. #kalypochallenge,10/8/16 7:38 PM,335,
Game over for this challenge in town #KalypoChallenge but I think #CoconutIsBetter Gudnyt happy people... Ceteres Parabus Gracias See More,10/8/16 7:39 PM,566,
S3 woyemu shewa wawie  #Nanabeba  #kalypochallenge,10/8/16 7:50 PM,287,
MY KALYPO CHALLENGE @ RAINBOW RADIO,10/8/16 7:55 PM,792,
"Haiti is going through massive disaster but da world seems not to care.....instead of raising da haiti flag as a sign of solidarity,  u r in Ghana doing ##KALYPOCHALLENGE##.......NKWASIASEM KWA... Pray4HAITI",10/8/16 8:07 PM,280,
What's going on with kalypo ?,10/8/16 8:09 PM,275,
It's the Kalypo challenge...taste better with peanuts.,10/8/16 8:10 PM,957,
Yes my sweetheart on the kalypo challenge.,10/8/16 8:15 PM,984,
Kalypo challenge accepted there is change in the Air,10/8/16 8:18 PM,968,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) http://www.dcleakers.com/demokrazy-x-andy-rox-kalyppo-prod…/ … #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 8:26 PM,826,
"NPP fans doing this kalypo thing 🍺🍻🍻🍻🍻The only way NDC fans can kill this Is by wearing a condom and taking a selfie 😂😂😂😂😂😂😂😂😂😂😂 If nana Addo says he's gonna boost local industries y'all wonder how.... Now,  See kalypo lmao 😂😂😂😂😂😂Rydee,  #Ndc demma ppl  be lyk.... #We_can't think_far on this one .😂😂😂😂😂😂😂 Me saf, I can't think madness... mrrw i go buy #kalypo 😂😂😂😂😂😂 #KalypoChallenge 🍱",10/8/16 8:29 PM,448,
The real state of the nation. #KalypoChallenge,10/8/16 8:30 PM,170,
Dis guy bi too much. He win de kalypo challenge,10/8/16 8:30 PM,797,
Talent exhibition,10/8/16 8:40 PM,636,
This is really a cheat! 😂 😂,10/8/16 8:41 PM,527,
Nana u do all,10/8/16 8:47 PM,168,
#kalypochallenge,10/8/16 8:51 PM,871,
"Ok,  I officially can't think far... This kalipo thing Ghana!",10/8/16 8:52 PM,111,
The brand manager of #Kalyppo must be dancing as this kinda of free publicity is one that brands pay a fortune for. #KalypoChallenge,10/8/16 8:53 PM,306,
"Nhmm careful how and where you do or would be doing your things in life if you have a goal, a race . Look for a diligent mentor #you up and comings. #Godgetpower",10/8/16 9:00 PM,442,
New Music: @Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by  #Kalyppo #KalypoChallenge @DannyBeatzGh),10/8/16 9:02 PM,1021,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:05 PM,1046,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:05 PM,1048,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:06 PM,895,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:06 PM,919,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:07 PM,1040,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:08 PM,727,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:08 PM,760,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:08 PM,1028,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:09 PM,1015,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:10 PM,750,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:10 PM,849,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:10 PM,1036,
The only drink our children could enjoy in peace too has been politicised. Kyeres3 medwene hoaaaaaaa I can think far. #kalypochallenge. seriously!!!!? We dey challenge who??,10/8/16 9:15 PM,305,
I swear this #kalypochallenge dey jom paaa....,10/8/16 9:15 PM,626,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:15 PM,712,
I wanna thank you for your support and also big ups to LLL clothing line...( living Legendary Life)  #REXTVSHOW #KALYPOCHALLENGE #BERLAMUNDI #GHANANEWS #GHANA  #NKONSA,10/8/16 9:19 PM,576,
The New Wave:@Demokraxy_Gh x @Andyroxgh – Kalyppo (Prod.by @DannyBeatzGh) https://t.co/J8F4uHTg8R #KalypoChallenge #Kalyppo #Ghanalala,10/8/16 9:20 PM,710,
"Producers of Kalyppo Juice have expressed their gratitude for the ‘love’ showed them by Ghanaians recently. ELECTION 2016 #KalypoChallenge – Kalyppo responds to ‘Nana Kalyppo craze’ by XLIVEMICHELLE on OCTOBER 8, 2016 Producers of Kalyppo Juice have expressed their gratitude for the ‘love’ showed them by Ghanaians recently. A picture of the NPP’s Presidential nominee sipping Kalyppo fruit juice which was meant to possibly mock Nana Akufo-Addo has interestingly started a socia...l media challenge. In a Facebook post on their timeline, Kalyppo said “thank you to ALL of Ghana for the love. We love you too.” They continued by encouraging Ghanaians to patronise Made in Ghana products and also a peaceful election in December. “Support Made in Ghana. Vote Peacefully,” it added. A picture of the NPP’s Presidential nominee sipping Kalyppo fruit juice which was meant to possibly mock Nana Akuffo Addo has interestingly started a social media challenge. The challenge which is named ‘KalypoChallenge’ has caught on with a number of people believed to be pro-NPP. ￼ People who are supporting the challenge take pictures of themselves while sipping Kalyppo and post them on social media. A Facebook page has been created to enhance the challenge. The page is called ‘Kalyppo Movement for Nana.’ A visit to the Madina Market by Pulse.com.gh showed that vendors have run out of stock after the social media challenge started. ￼ See More",10/8/16 9:23 PM,921,
somebody please tell me what the kalypo challenge is about please😓😓,10/8/16 9:26 PM,556,
Omg...lol,10/8/16 9:26 PM,1035,
Still kalypo challenge,10/8/16 9:35 PM,786,
"Kalyppo here, kalyppo there, kalyppo every where, agye baabiaaaaa na wose sen?",10/8/16 9:44 PM,815,
Retweeted Sista Gina (@yaawinner):,10/8/16 9:46 PM,417,
Retweeted Sista Gina (@yaawinner):,10/8/16 9:46 PM,631,
Eiii boi ! This Kalyppo thing is getting out of hand oo. SMH. #Kalyppo  #KalypoChallenge https://t.co/GQuG4mHEEM,10/8/16 9:49 PM,852,
The #kalypochallenge 😂😂😂😂,10/8/16 10:03 PM,15,
The #kalypochallenge 😂😂😂😂,10/8/16 10:03 PM,1080,
Nigerians are jealous   now they want Nigerian #Kalyppo vrs Ghana #Kalyppo #KalypoChallenge,10/8/16 10:05 PM,282,
My favourite kalypo challenge,10/8/16 10:09 PM,778,
Chaii #kalypochallenge,10/8/16 10:13 PM,159,
New fila for the #KalypoChallenge...Be creative n tink outside the normal Selfie for the challenge...Add something new to the challenge..look out for me.... #IAmForChange #NPP,10/8/16 10:15 PM,181,
Still on it kalypo challenge,10/8/16 10:15 PM,1008,
Retweeted Ama K Abebrese (@Ama_K_Abebrese):,10/8/16 10:24 PM,452,
Retweeted Sista Gina (@yaawinner):,10/8/16 10:25 PM,464,
Retweeted Pretty Frankies (@pretty_frankies): Kumasi girl go be lyk Ksi : Blaa pris im buying Karypo( #Kalyppo ) #KalypoChallenge  #AccraVsKumasi ... 😆😆😆😆😆😆😂😂😂 See More,10/8/16 10:44 PM,467,
Seriously the marketing manager of kalypo will be balling for the next couple days. People are creative tho #KalypoChallenge,10/8/16 10:56 PM,406,
Retweeted GhanaLala™ ‏ (@ghanalala):,10/8/16 11:04 PM,584,
Retweeted #Move (@koby_ice):,10/8/16 11:21 PM,127,
"Interesting development in GH. Kalypo is receiving free publicity everywhere.  Well, as they say, if you can't beat them then join them.  #kalypochallenge  bra Mahama gye kalypo yi.  Bra Mahama mesi gye kalypo yi nawo behu Bribi. #agoronkoaa.  :D :D  #Nana_B3ba",10/8/16 11:28 PM,291,
--- I N V A D I N G  T H E  I N D U S T R Y --- #FashionAuthority# #DieuRegneBowties#,10/8/16 11:30 PM,634,
#KalypoChallenge #Ghana,10/8/16 11:56 PM,687,
